PRISM Time Series Data
Locations: 11
"Climate variables: tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2025-03-01 - 2025-09-01
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2026-May-13
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,tmin (degrees F),tmean (degrees F),tmax (degrees F)
CSULB,-118.1146,33.7821,26,2025-08-16,65.8,70.2,74.5
CSULB,-118.1146,33.7821,26,2025-08-17,64.0,70.3,76.5
CSULB,-118.1146,33.7821,26,2025-08-18,65.0,72.4,79.7
CSULB,-118.1146,33.7821,26,2025-08-19,65.9,73.6,81.4
CSULB,-118.1146,33.7821,26,2025-08-20,64.6,74.5,84.4
CSULB,-118.1146,33.7821,26,2025-08-21,64.2,76.6,88.9
CSULB,-118.1146,33.7821,26,2025-08-22,67.1,77.4,87.8
CSULB,-118.1146,33.7821,26,2025-08-23,68.1,76.5,84.9
CSULB,-118.1146,33.7821,26,2025-08-24,68.2,78.3,88.3
CSULB,-118.1146,33.7821,26,2025-08-25,67.5,77.0,86.6
CSULB,-118.1146,33.7821,26,2025-08-26,66.7,74.8,83.0
CSULB,-118.1146,33.7821,26,2025-08-27,64.3,71.6,79.0
CSULB,-118.1146,33.7821,26,2025-08-28,63.7,75.5,87.3
CSULB,-118.1146,33.7821,26,2025-08-29,66.5,74.3,82.0
CSULB,-118.1146,33.7821,26,2025-08-30,65.3,78.2,91.1
CSULB,-118.1146,33.7821,26,2025-08-31,65.8,77.8,89.9
CSULB,-118.1146,33.7821,26,2025-09-01,67.0,78.0,88.9

Cal Poly SLO,-120.6615,35.3093,358,2025-03-01,47.4,57.1,66.9
Cal Poly SLO,-120.6615,35.3093,358,2025-03-02,47.6,55.0,62.5
Cal Poly SLO,-120.6615,35.3093,358,2025-03-03,39.8,47.6,55.3
Cal Poly SLO,-120.6615,35.3093,358,2025-03-04,38.3,48.4,58.5
Cal Poly SLO,-120.6615,35.3093,358,2025-03-05,41.8,53.5,65.2
Cal Poly SLO,-120.6615,35.3093,358,2025-03-06,42.9,47.9,52.8
Cal Poly SLO,-120.6615,35.3093,358,2025-03-07,38.8,45.7,52.5
Cal Poly SLO,-120.6615,35.3093,358,2025-03-08,39.3,48.5,57.7
Cal Poly SLO,-120.6615,35.3093,358,2025-03-09,39.6,53.1,66.6
Cal Poly SLO,-120.6615,35.3093,358,2025-03-10,39.0,50.8,62.6
Cal Poly SLO,-120.6615,35.3093,358,2025-03-11,38.8,52.0,65.1
Cal Poly SLO,-120.6615,35.3093,358,2025-03-12,45.5,54.4,63.2
Cal Poly SLO,-120.6615,35.3093,358,2025-03-13,45.3,51.8,58.3
Cal Poly SLO,-120.6615,35.3093,358,2025-03-14,42.2,47.7,53.2
Cal Poly SLO,-120.6615,35.3093,358,2025-03-15,42.5,49.8,57.1
Cal Poly SLO,-120.6615,35.3093,358,2025-03-16,40.6,50.8,61.0
Cal Poly SLO,-120.6615,35.3093,358,2025-03-17,39.6,50.5,61.3
Cal Poly SLO,-120.6615,35.3093,358,2025-03-18,41.8,49.0,56.3
Cal Poly SLO,-120.6615,35.3093,358,2025-03-19,40.5,50.8,61.0
Cal Poly SLO,-120.6615,35.3093,358,2025-03-20,40.1,53.6,67.1
Cal Poly SLO,-120.6615,35.3093,358,2025-03-21,42.6,54.3,66.0
Cal Poly SLO,-120.6615,35.3093,358,2025-03-22,50.4,60.0,69.6
Cal Poly SLO,-120.6615,35.3093,358,2025-03-23,50.2,59.9,69.5
Cal Poly SLO,-120.6615,35.3093,358,2025-03-24,52.5,64.0,75.6
Cal Poly SLO,-120.6615,35.3093,358,2025-03-25,54.6,67.0,79.5
Cal Poly SLO,-120.6615,35.3093,358,2025-03-26,50.8,62.8,74.7
Cal Poly SLO,-120.6615,35.3093,358,2025-03-27,50.0,54.5,59.0
Cal Poly SLO,-120.6615,35.3093,358,2025-03-28,49.6,56.1,62.6
Cal Poly SLO,-120.6615,35.3093,358,2025-03-29,46.4,53.8,61.2
Cal Poly SLO,-120.6615,35.3093,358,2025-03-30,46.6,54.5,62.4
Cal Poly SLO,-120.6615,35.3093,358,2025-03-31,47.7,53.0,58.4
Cal Poly SLO,-120.6615,35.3093,358,2025-04-01,45.6,53.3,61.0
Cal Poly SLO,-120.6615,35.3093,358,2025-04-02,42.0,49.3,56.7
Cal Poly SLO,-120.6615,35.3093,358,2025-04-03,42.1,49.9,57.6
Cal Poly SLO,-120.6615,35.3093,358,2025-04-04,43.6,51.5,59.3
Cal Poly SLO,-120.6615,35.3093,358,2025-04-05,44.8,55.7,66.6
Cal Poly SLO,-120.6615,35.3093,358,2025-04-06,45.2,60.7,76.2
Cal Poly SLO,-120.6615,35.3093,358,2025-04-07,43.9,59.1,74.3
Cal Poly SLO,-120.6615,35.3093,358,2025-04-08,44.3,56.8,69.4
Cal Poly SLO,-120.6615,35.3093,358,2025-04-09,48.4,60.0,71.6
Cal Poly SLO,-120.6615,35.3093,358,2025-04-10,48.7,64.3,79.8
Cal Poly SLO,-120.6615,35.3093,358,2025-04-11,48.2,60.9,73.5
Cal Poly SLO,-120.6615,35.3093,358,2025-04-12,48.1,64.4,80.7
Cal Poly SLO,-120.6615,35.3093,358,2025-04-13,42.3,52.3,62.2
Cal Poly SLO,-120.6615,35.3093,358,2025-04-14,45.1,55.4,65.7
Cal Poly SLO,-120.6615,35.3093,358,2025-04-15,45.7,53.1,60.6
Cal Poly SLO,-120.6615,35.3093,358,2025-04-16,47.4,54.2,61.0
Cal Poly SLO,-120.6615,35.3093,358,2025-04-17,48.6,55.5,62.4
Cal Poly SLO,-120.6615,35.3093,358,2025-04-18,50.7,56.4,62.2
Cal Poly SLO,-120.6615,35.3093,358,2025-04-19,50.3,55.9,61.5
Cal Poly SLO,-120.6615,35.3093,358,2025-04-20,48.7,57.4,66.1
Cal Poly SLO,-120.6615,35.3093,358,2025-04-21,47.7,56.9,66.1
Cal Poly SLO,-120.6615,35.3093,358,2025-04-22,47.6,56.7,65.8
Cal Poly SLO,-120.6615,35.3093,358,2025-04-23,49.3,54.9,60.5
Cal Poly SLO,-120.6615,35.3093,358,2025-04-24,50.3,55.7,61.1
Cal Poly SLO,-120.6615,35.3093,358,2025-04-25,48.8,54.1,59.5
Cal Poly SLO,-120.6615,35.3093,358,2025-04-26,43.4,51.0,58.5
Cal Poly SLO,-120.6615,35.3093,358,2025-04-27,46.0,51.2,56.4
Cal Poly SLO,-120.6615,35.3093,358,2025-04-28,48.0,52.6,57.2
Cal Poly SLO,-120.6615,35.3093,358,2025-04-29,47.3,57.2,67.1
Cal Poly SLO,-120.6615,35.3093,358,2025-04-30,48.1,57.7,67.2
Cal Poly SLO,-120.6615,35.3093,358,2025-05-01,49.5,56.1,62.7
Cal Poly SLO,-120.6615,35.3093,358,2025-05-02,51.0,57.4,63.9
Cal Poly SLO,-120.6615,35.3093,358,2025-05-03,50.7,58.2,65.8
Cal Poly SLO,-120.6615,35.3093,358,2025-05-04,46.7,53.8,61.0
Cal Poly SLO,-120.6615,35.3093,358,2025-05-05,45.2,53.4,61.6
Cal Poly SLO,-120.6615,35.3093,358,2025-05-06,44.5,55.5,66.6
Cal Poly SLO,-120.6615,35.3093,358,2025-05-07,46.3,55.1,63.9
Cal Poly SLO,-120.6615,35.3093,358,2025-05-08,47.1,57.1,67.0
Cal Poly SLO,-120.6615,35.3093,358,2025-05-09,46.9,60.1,73.4
Cal Poly SLO,-120.6615,35.3093,358,2025-05-10,50.4,69.0,87.6
Cal Poly SLO,-120.6615,35.3093,358,2025-05-11,49.0,67.9,86.8
Cal Poly SLO,-120.6615,35.3093,358,2025-05-12,45.9,61.3,76.7
Cal Poly SLO,-120.6615,35.3093,358,2025-05-13,44.5,54.5,64.4
Cal Poly SLO,-120.6615,35.3093,358,2025-05-14,45.2,54.2,63.3
Cal Poly SLO,-120.6615,35.3093,358,2025-05-15,44.5,54.4,64.4
Cal Poly SLO,-120.6615,35.3093,358,2025-05-16,45.3,56.6,67.9
Cal Poly SLO,-120.6615,35.3093,358,2025-05-17,48.6,57.3,66.0
Cal Poly SLO,-120.6615,35.3093,358,2025-05-18,46.7,54.5,62.3
Cal Poly SLO,-120.6615,35.3093,358,2025-05-19,45.4,57.2,68.9
Cal Poly SLO,-120.6615,35.3093,358,2025-05-20,48.9,64.4,80.0
Cal Poly SLO,-120.6615,35.3093,358,2025-05-21,47.9,63.0,78.1
Cal Poly SLO,-120.6615,35.3093,358,2025-05-22,47.7,63.5,79.4
Cal Poly SLO,-120.6615,35.3093,358,2025-05-23,45.3,62.3,79.3
Cal Poly SLO,-120.6615,35.3093,358,2025-05-24,46.0,55.7,65.4
Cal Poly SLO,-120.6615,35.3093,358,2025-05-25,49.3,56.9,64.5
Cal Poly SLO,-120.6615,35.3093,358,2025-05-26,46.5,56.3,66.1
Cal Poly SLO,-120.6615,35.3093,358,2025-05-27,47.7,58.2,68.8
Cal Poly SLO,-120.6615,35.3093,358,2025-05-28,50.1,59.6,69.1
Cal Poly SLO,-120.6615,35.3093,358,2025-05-29,48.0,56.3,64.6
Cal Poly SLO,-120.6615,35.3093,358,2025-05-30,48.0,63.2,78.3
Cal Poly SLO,-120.6615,35.3093,358,2025-05-31,51.6,67.4,83.1
Cal Poly SLO,-120.6615,35.3093,358,2025-06-01,51.6,66.0,80.4
Cal Poly SLO,-120.6615,35.3093,358,2025-06-02,51.1,61.0,70.9
Cal Poly SLO,-120.6615,35.3093,358,2025-06-03,52.7,58.7,64.6
Cal Poly SLO,-120.6615,35.3093,358,2025-06-04,53.6,61.2,68.7
Cal Poly SLO,-120.6615,35.3093,358,2025-06-05,53.4,60.9,68.4
Cal Poly SLO,-120.6615,35.3093,358,2025-06-06,53.3,60.4,67.4
Cal Poly SLO,-120.6615,35.3093,358,2025-06-07,51.5,59.9,68.3
Cal Poly SLO,-120.6615,35.3093,358,2025-06-08,50.7,59.3,68.0
Cal Poly SLO,-120.6615,35.3093,358,2025-06-09,54.5,61.0,67.4
Cal Poly SLO,-120.6615,35.3093,358,2025-06-10,54.3,61.7,69.1
Cal Poly SLO,-120.6615,35.3093,358,2025-06-11,53.6,62.7,71.8
Cal Poly SLO,-120.6615,35.3093,358,2025-06-12,50.7,60.9,71.0
Cal Poly SLO,-120.6615,35.3093,358,2025-06-13,47.7,59.5,71.3
Cal Poly SLO,-120.6615,35.3093,358,2025-06-14,48.0,59.8,71.6
Cal Poly SLO,-120.6615,35.3093,358,2025-06-15,47.3,61.6,75.9
Cal Poly SLO,-120.6615,35.3093,358,2025-06-16,47.2,61.5,75.8
Cal Poly SLO,-120.6615,35.3093,358,2025-06-17,48.1,59.8,71.6
Cal Poly SLO,-120.6615,35.3093,358,2025-06-18,48.8,66.5,84.1
Cal Poly SLO,-120.6615,35.3093,358,2025-06-19,51.2,62.5,73.8
Cal Poly SLO,-120.6615,35.3093,358,2025-06-20,46.3,59.9,73.5
Cal Poly SLO,-120.6615,35.3093,358,2025-06-21,47.6,57.2,66.8
Cal Poly SLO,-120.6615,35.3093,358,2025-06-22,48.9,58.9,68.9
Cal Poly SLO,-120.6615,35.3093,358,2025-06-23,46.3,60.7,75.1
Cal Poly SLO,-120.6615,35.3093,358,2025-06-24,48.6,59.4,70.2
Cal Poly SLO,-120.6615,35.3093,358,2025-06-25,49.6,58.7,67.7
Cal Poly SLO,-120.6615,35.3093,358,2025-06-26,49.6,60.8,71.9
Cal Poly SLO,-120.6615,35.3093,358,2025-06-27,49.8,62.4,75.0
Cal Poly SLO,-120.6615,35.3093,358,2025-06-28,50.8,62.0,73.1
Cal Poly SLO,-120.6615,35.3093,358,2025-06-29,50.7,61.4,72.1
Cal Poly SLO,-120.6615,35.3093,358,2025-06-30,49.8,62.8,75.8
Cal Poly SLO,-120.6615,35.3093,358,2025-07-01,49.3,61.4,73.5
Cal Poly SLO,-120.6615,35.3093,358,2025-07-02,50.9,62.4,73.9
Cal Poly SLO,-120.6615,35.3093,358,2025-07-03,52.2,61.8,71.5
Cal Poly SLO,-120.6615,35.3093,358,2025-07-04,53.2,62.4,71.5
Cal Poly SLO,-120.6615,35.3093,358,2025-07-05,50.5,62.8,75.2
Cal Poly SLO,-120.6615,35.3093,358,2025-07-06,50.2,61.6,73.0
Cal Poly SLO,-120.6615,35.3093,358,2025-07-07,51.7,60.7,69.8
Cal Poly SLO,-120.6615,35.3093,358,2025-07-08,52.3,61.0,69.7
Cal Poly SLO,-120.6615,35.3093,358,2025-07-09,52.6,62.0,71.4
Cal Poly SLO,-120.6615,35.3093,358,2025-07-10,51.7,62.3,72.9
Cal Poly SLO,-120.6615,35.3093,358,2025-07-11,51.9,64.8,77.6
Cal Poly SLO,-120.6615,35.3093,358,2025-07-12,52.5,64.0,75.5
Cal Poly SLO,-120.6615,35.3093,358,2025-07-13,52.6,62.2,71.9
Cal Poly SLO,-120.6615,35.3093,358,2025-07-14,53.4,63.7,73.9
Cal Poly SLO,-120.6615,35.3093,358,2025-07-15,53.8,63.8,73.8
Cal Poly SLO,-120.6615,35.3093,358,2025-07-16,54.7,63.1,71.5
Cal Poly SLO,-120.6615,35.3093,358,2025-07-17,54.4,62.8,71.2
Cal Poly SLO,-120.6615,35.3093,358,2025-07-18,54.7,63.5,72.4
Cal Poly SLO,-120.6615,35.3093,358,2025-07-19,55.1,64.3,73.6
Cal Poly SLO,-120.6615,35.3093,358,2025-07-20,54.8,62.4,70.1
Cal Poly SLO,-120.6615,35.3093,358,2025-07-21,54.2,61.9,69.6
Cal Poly SLO,-120.6615,35.3093,358,2025-07-22,55.0,62.3,69.6
Cal Poly SLO,-120.6615,35.3093,358,2025-07-23,54.3,62.2,70.2
Cal Poly SLO,-120.6615,35.3093,358,2025-07-24,55.6,62.4,69.1
Cal Poly SLO,-120.6615,35.3093,358,2025-07-25,57.1,63.3,69.4
Cal Poly SLO,-120.6615,35.3093,358,2025-07-26,56.1,63.1,70.0
Cal Poly SLO,-120.6615,35.3093,358,2025-07-27,55.7,62.4,69.0
Cal Poly SLO,-120.6615,35.3093,358,2025-07-28,55.9,63.2,70.5
Cal Poly SLO,-120.6615,35.3093,358,2025-07-29,53.5,64.5,75.5
Cal Poly SLO,-120.6615,35.3093,358,2025-07-30,53.4,64.9,76.5
Cal Poly SLO,-120.6615,35.3093,358,2025-07-31,54.7,64.0,73.3
Cal Poly SLO,-120.6615,35.3093,358,2025-08-01,53.8,63.4,72.9
Cal Poly SLO,-120.6615,35.3093,358,2025-08-02,53.7,62.9,72.2
Cal Poly SLO,-120.6615,35.3093,358,2025-08-03,51.9,63.3,74.8
Cal Poly SLO,-120.6615,35.3093,358,2025-08-04,50.3,63.6,76.9
Cal Poly SLO,-120.6615,35.3093,358,2025-08-05,49.9,64.4,78.9
Cal Poly SLO,-120.6615,35.3093,358,2025-08-06,52.6,66.4,80.2
Cal Poly SLO,-120.6615,35.3093,358,2025-08-07,51.7,66.6,81.5
Cal Poly SLO,-120.6615,35.3093,358,2025-08-08,53.2,66.2,79.2
Cal Poly SLO,-120.6615,35.3093,358,2025-08-09,53.4,65.1,76.7
Cal Poly SLO,-120.6615,35.3093,358,2025-08-10,53.9,65.5,77.1
Cal Poly SLO,-120.6615,35.3093,358,2025-08-11,54.6,65.3,76.0
Cal Poly SLO,-120.6615,35.3093,358,2025-08-12,55.4,64.7,74.0
Cal Poly SLO,-120.6615,35.3093,358,2025-08-13,54.9,64.5,74.0
Cal Poly SLO,-120.6615,35.3093,358,2025-08-14,55.0,64.2,73.4
Cal Poly SLO,-120.6615,35.3093,358,2025-08-15,55.7,63.2,70.7
Cal Poly SLO,-120.6615,35.3093,358,2025-08-16,54.2,63.0,71.8
Cal Poly SLO,-120.6615,35.3093,358,2025-08-17,54.6,65.3,75.9
Cal Poly SLO,-120.6615,35.3093,358,2025-08-18,54.6,65.9,77.3
Cal Poly SLO,-120.6615,35.3093,358,2025-08-19,54.2,68.9,83.6
Cal Poly SLO,-120.6615,35.3093,358,2025-08-20,54.2,68.5,82.7
Cal Poly SLO,-120.6615,35.3093,358,2025-08-21,57.2,73.1,89.1
Cal Poly SLO,-120.6615,35.3093,358,2025-08-22,60.7,78.3,95.9
Cal Poly SLO,-120.6615,35.3093,358,2025-08-23,55.4,70.7,85.9
Cal Poly SLO,-120.6615,35.3093,358,2025-08-24,54.6,68.8,83.0
Cal Poly SLO,-120.6615,35.3093,358,2025-08-25,55.7,65.5,75.3
Cal Poly SLO,-120.6615,35.3093,358,2025-08-26,54.2,64.8,75.3
Cal Poly SLO,-120.6615,35.3093,358,2025-08-27,52.5,64.4,76.3
Cal Poly SLO,-120.6615,35.3093,358,2025-08-28,51.4,64.8,78.3
Cal Poly SLO,-120.6615,35.3093,358,2025-08-29,53.1,65.9,78.7
Cal Poly SLO,-120.6615,35.3093,358,2025-08-30,54.9,65.2,75.5
Cal Poly SLO,-120.6615,35.3093,358,2025-08-31,55.0,71.6,88.1
Cal Poly SLO,-120.6615,35.3093,358,2025-09-01,61.0,75.1,89.1

UCLA,-118.4429,34.0714,696,2025-03-01,50.9,61.2,71.6
UCLA,-118.4429,34.0714,696,2025-03-02,51.4,56.3,61.2
UCLA,-118.4429,34.0714,696,2025-03-03,45.3,53.5,61.6
UCLA,-118.4429,34.0714,696,2025-03-04,44.0,53.3,62.6
UCLA,-118.4429,34.0714,696,2025-03-05,46.9,56.0,65.2
UCLA,-118.4429,34.0714,696,2025-03-06,44.6,49.3,54.1
UCLA,-118.4429,34.0714,696,2025-03-07,41.8,48.0,54.1
UCLA,-118.4429,34.0714,696,2025-03-08,43.2,53.5,63.7
UCLA,-118.4429,34.0714,696,2025-03-09,43.3,53.9,64.5
UCLA,-118.4429,34.0714,696,2025-03-10,46.3,59.2,72.1
UCLA,-118.4429,34.0714,696,2025-03-11,46.0,57.1,68.2
UCLA,-118.4429,34.0714,696,2025-03-12,48.2,53.6,58.9
UCLA,-118.4429,34.0714,696,2025-03-13,46.7,52.0,57.3
UCLA,-118.4429,34.0714,696,2025-03-14,43.7,49.7,55.6
UCLA,-118.4429,34.0714,696,2025-03-15,42.3,45.7,49.0
UCLA,-118.4429,34.0714,696,2025-03-16,43.0,52.7,62.4
UCLA,-118.4429,34.0714,696,2025-03-17,44.5,55.4,66.3
UCLA,-118.4429,34.0714,696,2025-03-18,45.9,54.6,63.4
UCLA,-118.4429,34.0714,696,2025-03-19,44.9,55.9,67.0
UCLA,-118.4429,34.0714,696,2025-03-20,49.0,62.0,75.1
UCLA,-118.4429,34.0714,696,2025-03-21,49.4,59.7,70.0
UCLA,-118.4429,34.0714,696,2025-03-22,49.7,60.9,72.1
UCLA,-118.4429,34.0714,696,2025-03-23,49.4,60.1,70.7
UCLA,-118.4429,34.0714,696,2025-03-24,50.6,60.5,70.5
UCLA,-118.4429,34.0714,696,2025-03-25,53.5,66.9,80.3
UCLA,-118.4429,34.0714,696,2025-03-26,51.5,61.7,71.8
UCLA,-118.4429,34.0714,696,2025-03-27,52.8,56.4,60.0
UCLA,-118.4429,34.0714,696,2025-03-28,52.4,58.1,63.9
UCLA,-118.4429,34.0714,696,2025-03-29,49.6,57.7,65.9
UCLA,-118.4429,34.0714,696,2025-03-30,48.7,56.3,63.9
UCLA,-118.4429,34.0714,696,2025-03-31,50.9,56.7,62.6
UCLA,-118.4429,34.0714,696,2025-04-01,49.8,56.4,63.0
UCLA,-118.4429,34.0714,696,2025-04-02,46.9,55.5,64.1
UCLA,-118.4429,34.0714,696,2025-04-03,45.4,54.0,62.7
UCLA,-118.4429,34.0714,696,2025-04-04,45.2,54.1,62.9
UCLA,-118.4429,34.0714,696,2025-04-05,44.7,56.6,68.6
UCLA,-118.4429,34.0714,696,2025-04-06,52.5,66.1,79.6
UCLA,-118.4429,34.0714,696,2025-04-07,51.0,65.0,78.9
UCLA,-118.4429,34.0714,696,2025-04-08,50.5,61.9,73.2
UCLA,-118.4429,34.0714,696,2025-04-09,51.5,62.4,73.2
UCLA,-118.4429,34.0714,696,2025-04-10,53.9,65.4,77.0
UCLA,-118.4429,34.0714,696,2025-04-11,54.4,66.0,77.6
UCLA,-118.4429,34.0714,696,2025-04-12,53.6,66.3,79.1
UCLA,-118.4429,34.0714,696,2025-04-13,52.3,60.6,68.9
UCLA,-118.4429,34.0714,696,2025-04-14,51.5,59.2,66.9
UCLA,-118.4429,34.0714,696,2025-04-15,48.8,58.6,68.5
UCLA,-118.4429,34.0714,696,2025-04-16,50.1,56.2,62.4
UCLA,-118.4429,34.0714,696,2025-04-17,52.1,58.0,63.9
UCLA,-118.4429,34.0714,696,2025-04-18,50.5,54.9,59.2
UCLA,-118.4429,34.0714,696,2025-04-19,49.3,55.6,61.8
UCLA,-118.4429,34.0714,696,2025-04-20,47.8,58.6,69.3
UCLA,-118.4429,34.0714,696,2025-04-21,49.0,58.4,67.8
UCLA,-118.4429,34.0714,696,2025-04-22,48.9,57.4,65.9
UCLA,-118.4429,34.0714,696,2025-04-23,52.5,58.4,64.2
UCLA,-118.4429,34.0714,696,2025-04-24,52.8,57.5,62.3
UCLA,-118.4429,34.0714,696,2025-04-25,52.8,58.7,64.5
UCLA,-118.4429,34.0714,696,2025-04-26,46.9,54.3,61.6
UCLA,-118.4429,34.0714,696,2025-04-27,44.8,52.3,59.9
UCLA,-118.4429,34.0714,696,2025-04-28,45.4,52.6,59.8
UCLA,-118.4429,34.0714,696,2025-04-29,47.4,56.2,65.0
UCLA,-118.4429,34.0714,696,2025-04-30,48.7,58.1,67.5
UCLA,-118.4429,34.0714,696,2025-05-01,54.7,60.5,66.4
UCLA,-118.4429,34.0714,696,2025-05-02,53.3,59.4,65.4
UCLA,-118.4429,34.0714,696,2025-05-03,54.4,59.9,65.4
UCLA,-118.4429,34.0714,696,2025-05-04,54.0,57.1,60.2
UCLA,-118.4429,34.0714,696,2025-05-05,52.9,57.0,61.2
UCLA,-118.4429,34.0714,696,2025-05-06,54.2,59.0,63.8
UCLA,-118.4429,34.0714,696,2025-05-07,55.2,58.7,62.1
UCLA,-118.4429,34.0714,696,2025-05-08,52.0,59.8,67.5
UCLA,-118.4429,34.0714,696,2025-05-09,52.5,63.2,74.0
UCLA,-118.4429,34.0714,696,2025-05-10,55.8,70.9,86.1
UCLA,-118.4429,34.0714,696,2025-05-11,60.5,77.3,94.1
UCLA,-118.4429,34.0714,696,2025-05-12,56.6,70.2,83.9
UCLA,-118.4429,34.0714,696,2025-05-13,50.2,60.3,70.3
UCLA,-118.4429,34.0714,696,2025-05-14,49.5,58.9,68.3
UCLA,-118.4429,34.0714,696,2025-05-15,49.7,59.3,68.9
UCLA,-118.4429,34.0714,696,2025-05-16,50.1,59.7,69.2
UCLA,-118.4429,34.0714,696,2025-05-17,54.1,61.4,68.8
UCLA,-118.4429,34.0714,696,2025-05-18,52.8,57.1,61.3
UCLA,-118.4429,34.0714,696,2025-05-19,51.6,59.9,68.2
UCLA,-118.4429,34.0714,696,2025-05-20,51.7,62.8,73.9
UCLA,-118.4429,34.0714,696,2025-05-21,55.6,68.8,82.1
UCLA,-118.4429,34.0714,696,2025-05-22,55.5,68.5,81.6
UCLA,-118.4429,34.0714,696,2025-05-23,54.8,64.8,74.7
UCLA,-118.4429,34.0714,696,2025-05-24,57.4,64.5,71.6
UCLA,-118.4429,34.0714,696,2025-05-25,55.8,62.6,69.4
UCLA,-118.4429,34.0714,696,2025-05-26,54.1,61.6,69.0
UCLA,-118.4429,34.0714,696,2025-05-27,55.6,62.5,69.3
UCLA,-118.4429,34.0714,696,2025-05-28,57.6,65.6,73.6
UCLA,-118.4429,34.0714,696,2025-05-29,58.0,62.9,67.8
UCLA,-118.4429,34.0714,696,2025-05-30,56.8,64.3,71.9
UCLA,-118.4429,34.0714,696,2025-05-31,58.2,73.2,88.3
UCLA,-118.4429,34.0714,696,2025-06-01,58.6,71.1,83.5
UCLA,-118.4429,34.0714,696,2025-06-02,56.9,68.7,80.4
UCLA,-118.4429,34.0714,696,2025-06-03,57.2,64.8,72.4
UCLA,-118.4429,34.0714,696,2025-06-04,57.8,62.9,67.9
UCLA,-118.4429,34.0714,696,2025-06-05,58.2,63.6,69.0
UCLA,-118.4429,34.0714,696,2025-06-06,57.0,63.4,69.8
UCLA,-118.4429,34.0714,696,2025-06-07,56.6,63.0,69.4
UCLA,-118.4429,34.0714,696,2025-06-08,55.4,62.6,69.7
UCLA,-118.4429,34.0714,696,2025-06-09,55.6,63.2,70.9
UCLA,-118.4429,34.0714,696,2025-06-10,56.9,64.2,71.5
UCLA,-118.4429,34.0714,696,2025-06-11,56.4,65.7,75.0
UCLA,-118.4429,34.0714,696,2025-06-12,57.4,65.1,72.8
UCLA,-118.4429,34.0714,696,2025-06-13,59.6,65.8,72.0
UCLA,-118.4429,34.0714,696,2025-06-14,57.7,65.0,72.4
UCLA,-118.4429,34.0714,696,2025-06-15,56.8,66.7,76.6
UCLA,-118.4429,34.0714,696,2025-06-16,57.3,69.8,82.4
UCLA,-118.4429,34.0714,696,2025-06-17,57.8,69.5,81.2
UCLA,-118.4429,34.0714,696,2025-06-18,57.4,69.3,81.3
UCLA,-118.4429,34.0714,696,2025-06-19,57.9,69.8,81.8
UCLA,-118.4429,34.0714,696,2025-06-20,57.3,65.7,74.1
UCLA,-118.4429,34.0714,696,2025-06-21,58.4,65.4,72.5
UCLA,-118.4429,34.0714,696,2025-06-22,53.5,62.4,71.2
UCLA,-118.4429,34.0714,696,2025-06-23,53.5,63.8,74.2
UCLA,-118.4429,34.0714,696,2025-06-24,57.8,65.4,73.0
UCLA,-118.4429,34.0714,696,2025-06-25,57.2,63.8,70.3
UCLA,-118.4429,34.0714,696,2025-06-26,58.4,66.0,73.7
UCLA,-118.4429,34.0714,696,2025-06-27,59.2,67.4,75.7
UCLA,-118.4429,34.0714,696,2025-06-28,57.0,67.0,77.0
UCLA,-118.4429,34.0714,696,2025-06-29,56.1,68.4,80.7
UCLA,-118.4429,34.0714,696,2025-06-30,56.0,67.2,78.3
UCLA,-118.4429,34.0714,696,2025-07-01,55.9,67.1,78.2
UCLA,-118.4429,34.0714,696,2025-07-02,55.3,65.5,75.6
UCLA,-118.4429,34.0714,696,2025-07-03,57.4,64.7,71.9
UCLA,-118.4429,34.0714,696,2025-07-04,60.2,67.2,74.1
UCLA,-118.4429,34.0714,696,2025-07-05,57.4,67.7,78.0
UCLA,-118.4429,34.0714,696,2025-07-06,56.0,67.8,79.6
UCLA,-118.4429,34.0714,696,2025-07-07,54.9,66.3,77.7
UCLA,-118.4429,34.0714,696,2025-07-08,55.0,65.4,75.9
UCLA,-118.4429,34.0714,696,2025-07-09,55.6,68.0,80.4
UCLA,-118.4429,34.0714,696,2025-07-10,59.7,71.3,82.9
UCLA,-118.4429,34.0714,696,2025-07-11,57.6,70.4,83.2
UCLA,-118.4429,34.0714,696,2025-07-12,58.3,67.6,76.9
UCLA,-118.4429,34.0714,696,2025-07-13,59.4,67.8,76.1
UCLA,-118.4429,34.0714,696,2025-07-14,58.1,65.8,73.4
UCLA,-118.4429,34.0714,696,2025-07-15,57.3,65.5,73.7
UCLA,-118.4429,34.0714,696,2025-07-16,60.3,67.4,74.5
UCLA,-118.4429,34.0714,696,2025-07-17,57.7,67.0,76.3
UCLA,-118.4429,34.0714,696,2025-07-18,57.4,68.2,78.9
UCLA,-118.4429,34.0714,696,2025-07-19,58.5,67.5,76.6
UCLA,-118.4429,34.0714,696,2025-07-20,59.1,67.9,76.7
UCLA,-118.4429,34.0714,696,2025-07-21,61.6,67.8,74.0
UCLA,-118.4429,34.0714,696,2025-07-22,60.4,66.5,72.5
UCLA,-118.4429,34.0714,696,2025-07-23,57.6,65.9,74.1
